leg_state,treat_out,response,leg_democrat,leg_race,leg_gen
AK,0,0,0,1,0
AK,0,1,0,1,1
AK,0,1,0,1,1
AK,0,1,0,4,0
AK,1,1,1,4,0
AK,1,0,0,1,0
AK,1,1,1,1,0
AK,0,0,1,6,0
AK,0,1,0,1,0
AK,1,0,1,4,0
AK,0,1,1,1,0
AK,1,0,1,1,0
AK,1,0,0,1,1
AK,0,1,0,1,0
AK,1,0,0,1,0
AK,0,1,1,1,0
AK,1,0,1,1,0
AK,1,0,0,1,0
AK,1,1,0,1,0
AK,0,1,0,1,0
AK,0,1,1,4,0
AK,0,1,1,4,0
AK,1,1,0,1,0
AK,1,1,0,1,0
AK,0,0,0,1,0
AK,0,1,0,1,0
AK,0,1,0,1,0
AK,1,0,0,1,0
AK,0,0,0,1,0
AK,1,1,0,1,1
AK,1,0,1,1,0
AK,1,1,1,1,0
AK,1,1,0,1,0
AK,1,0,0,1,0
AK,0,1,0,1,0
AK,0,1,0,1,0
AK,0,1,0,1,0
AK,0,1,1,4,0
AK,1,0,1,1,0
AK,0,1,1,4,0
AL,1,0,1,1,1
AL,1,0,1,1,0
AL,1,0,1,1,0
AL,1,0,1,1,0
AL,0,1,1,1,0
AL,1,0,0,1,0
AL,0,1,1,1,0
AL,1,0,1,1,0
AL,0,0,0,1,0
AL,1,1,1,1,0
AL,0,0,1,1,0
AL,1,0,1,1,0
AL,0,0,1,1,0
AL,0,0,0,1,0
AL,1,0,0,1,0
AL,1,0,1,1,0
AL,0,0,1,1,0
AL,0,0,1,1,0
AL,1,0,0,1,0
AL,0,0,0,1,1
AL,1,0,0,1,0
AL,1,0,1,1,0
AL,1,1,0,1,0
AL,1,0,1,1,0
AL,0,0,1,2,1
AL,0,0,0,1,0
AL,1,0,1,2,1
AL,0,1,1,1,0
AL,1,0,1,1,0
AL,0,0,1,1,0
AL,1,0,1,1,0
AL,0,0,0,1,0
AL,1,0,1,2,0
AL,1,0,0,1,0
AL,0,0,0,1,0
AL,1,0,1,1,0
AL,0,1,1,2,0
AL,0,1,1,1,0
AL,1,0,1,1,0
AL,1,0,1,2,0
AL,1,0,1,1,0
AL,1,0,0,1,1
AL,0,1,0,1,0
AL,0,0,1,1,0
AL,0,1,0,1,0
AL,1,0,1,2,1
AL,0,0,0,1,0
AL,0,0,0,1,0
AL,1,0,1,1,0
AL,0,1,0,1,0
AL,0,0,0,1,0
AL,0,1,1,1,0
AL,0,0,0,1,0
AL,1,1,1,1,0
AL,0,0,1,1,0
AL,0,0,0,1,0
AL,1,0,0,1,0
AL,1,0,0,1,0
AL,1,0,0,1,0
AL,1,1,0,1,0
AL,1,0,0,1,0
AL,1,0,0,1,0
AL,0,0,0,1,0
AL,1,0,1,2,0
AL,0,0,1,2,0
AL,0,0,1,2,1
AL,1,0,1,2,1
AL,0,1,1,1,0
AL,1,0,0,1,0
AL,1,0,0,1,0
AL,1,0,0,1,0
AL,1,1,0,1,0
AL,1,0,1,2,0
AL,1,0,1,2,0
AL,0,0,1,2,0
AL,0,0,1,2,0
AL,0,1,1,2,0
AL,0,0,1,2,0
AL,1,0,0,1,0
AL,1,0,0,1,0
AL,0,0,0,1,0
AL,0,0,1,2,0
AL,1,0,1,2,0
AL,1,0,1,2,0
AL,0,0,0,1,0
AL,0,0,1,1,0
AL,0,0,1,2,1
AL,0,0,1,2,0
AL,1,0,1,1,0
AL,1,0,1,2,0
AL,0,0,0,1,0
AL,1,0,0,1,0
AL,1,0,0,1,0
AL,0,0,1,1,0
AL,0,1,1,1,0
AL,0,0,1,1,0
AL,0,1,1,1,0
AL,0,0,0,1,0
AL,1,0,0,1,0
AL,1,0,0,1,0
AL,0,0,1,2,0
AL,0,0,0,1,0
AL,0,0,0,1,0
AL,0,0,0,1,0
AR,0,1,0,1,0
AR,0,0,1,1,0
AR,1,0,1,1,0
AR,0,0,0,1,1
AR,1,0,1,1,0
AR,1,0,1,2,0
AR,0,0,1,2,0
AR,1,0,1,1,0
AR,0,1,1,1,1
AR,0,0,1,1,0
AR,0,1,0,1,1
AR,0,1,1,1,0
AR,1,0,1,1,0
AR,0,0,1,2,0
AR,0,1,1,1,0
AR,1,0,1,1,0
AR,0,1,1,1,0
AR,0,1,1,1,0
AR,1,0,0,1,0
AR,1,0,1,1,1
AR,1,0,1,1,0
AR,0,1,1,1,0
AR,0,0,1,1,0
AR,1,1,1,2,0
AR,1,0,1,2,0
AR,0,1,1,2,1
AR,0,0,1,1,0
AR,1,0,1,1,1
AR,1,0,1,1,0
AR,0,1,1,1,1
AR,0,1,1,1,0
AR,0,1,1,1,0
AR,1,1,1,1,0
AR,0,0,1,1,0
AR,1,0,1,1,0
AR,0,0,1,1,0
AR,1,0,1,1,0
AR,0,1,1,1,0
AR,0,0,1,1,0
AR,0,1,1,1,0
AR,0,1,1,1,0
AR,1,1,1,1,1
AR,0,1,1,1,1
AR,0,1,0,1,1
AR,1,1,0,1,0
AR,0,0,0,1,0
AR,1,1,0,1,0
AR,0,0,1,1,1
AR,1,1,1,2,1
AR,1,0,0,1,0
AR,1,0,1,1,0
AR,0,0,1,1,0
AR,0,0,0,1,0
AR,1,1,0,1,1
AR,1,0,1,1,0
AR,0,1,1,1,0
AR,0,1,1,1,1
AR,0,0,1,1,0
AR,1,0,1,1,0
AR,0,1,0,1,0
AR,1,0,0,1,0
AR,0,1,1,1,0
AR,1,1,1,1,0
AR,1,0,1,2,1
AR,1,0,1,1,0
AR,0,0,1,2,0
AR,1,1,1,2,0
AR,1,0,1,1,0
AR,1,0,1,1,0
AR,1,0,1,1,0
AR,0,0,1,1,0
AR,0,0,1,1,0
AR,0,1,0,1,0
AR,0,1,0,1,0
AR,1,0,0,1,1
AR,1,0,1,1,1
AR,0,0,0,1,0
AR,0,1,1,1,0
AR,1,0,0,1,1
AR,1,0,1,1,0
AR,1,0,0,1,0
AR,1,0,1,1,0
AR,0,1,1,1,0
AR,0,1,1,1,1
AR,0,0,1,1,0
AR,0,1,1,1,1
AR,0,0,1,1,0
AR,1,0,1,1,0
AR,1,0,1,1,0
AR,0,1,0,1,1
AR,1,0,0,1,1
AR,0,0,1,1,0
AR,0,0,0,1,0
AR,1,0,0,1,0
AR,0,1,1,1,0
AR,1,0,1,1,0
AR,1,0,0,1,0
AR,1,0,0,1,0
AR,1,0,1,1,1
AR,1,1,0,1,0
AR,1,0,0,1,0
AR,0,0,0,1,0
AR,0,1,0,1,1
AR,1,0,0,1,0
AR,0,1,0,1,1
AR,0,1,0,1,0
AR,0,0,0,1,1
AZ,1,1,0,1,0
AZ,1,0,0,1,1
AZ,0,1,0,1,0
AZ,0,1,0,1,1
AZ,1,1,0,1,1
AZ,0,1,0,1,0
AZ,0,1,0,1,1
AZ,1,0,0,1,0
AZ,1,0,0,1,0
AZ,0,0,0,1,0
AZ,0,1,1,1,0
AZ,0,1,0,1,1
AZ,1,0,0,1,0
AZ,0,0,0,1,0
AZ,0,1,0,1,1
AZ,0,1,0,1,0
AZ,1,1,0,1,1
AZ,1,1,0,1,1
AZ,1,1,0,1,1
AZ,1,0,0,1,0
AZ,1,0,0,1,0
AZ,0,0,0,1,0
AZ,0,0,0,1,1
AZ,0,0,1,1,0
AZ,1,0,0,1,0
AZ,1,1,0,1,1
AZ,1,0,0,1,0
AZ,0,1,0,3,0
AZ,1,1,0,1,0
AZ,1,0,1,3,1
AZ,0,1,1,3,1
AZ,1,0,1,3,0
AZ,1,0,1,3,0
AZ,0,0,1,1,0
AZ,0,0,1,1,1
AZ,0,0,1,3,1
AZ,0,0,1,3,0
AZ,0,0,1,1,0
AZ,1,0,1,2,0
AZ,0,0,1,3,0
AZ,1,1,1,2,1
AZ,1,0,1,1,0
AZ,0,0,1,1,0
AZ,0,0,1,1,1
AZ,1,0,0,1,0
AZ,1,0,0,1,0
AZ,0,0,0,1,0
AZ,1,1,0,1,0
AZ,0,0,0,1,0
AZ,0,0,0,1,0
AZ,1,0,0,1,0
AZ,1,0,1,1,1
AZ,0,0,0,1,0
AZ,0,0,0,1,0
AZ,1,0,0,1,0
AZ,1,0,0,1,0
AZ,1,0,0,1,0
AZ,0,0,0,1,0
AZ,1,0,0,1,0
AZ,0,1,0,1,0
AZ,0,0,1,1,1
AZ,1,1,1,3,1
AZ,1,1,1,1,1
AZ,0,1,0,1,0
AZ,1,1,1,3,1
AZ,1,0,0,1,0
AZ,1,0,1,1,1
AZ,1,0,1,3,0
AZ,0,1,0,1,0
AZ,0,1,1,1,1
AZ,1,0,0,1,0
AZ,1,1,1,1,0
AZ,1,0,1,3,1
AZ,0,1,1,1,0
AZ,1,0,1,1,0
AZ,1,1,1,3,1
AZ,0,0,0,1,0
AZ,1,0,0,1,0
CA,1,0,1,1,0
CA,0,0,0,1,0
CA,0,0,1,1,1
CA,1,0,0,1,0
CA,1,0,0,1,0
CA,0,0,0,1,0
CA,1,0,0,1,0
CA,0,0,1,1,1
CA,0,1,1,1,0
CA,0,1,1,1,0
CA,0,0,1,1,1
CA,1,1,1,1,0
CA,1,0,1,1,1
CA,1,0,1,6,0
CA,1,0,1,1,0
CA,0,0,1,1,1
CA,0,1,1,1,1
CA,0,1,1,1,1
CA,0,0,1,1,0
CA,1,0,1,1,0
CA,1,0,1,6,1
CA,0,0,0,1,0
CA,1,0,1,1,1
CA,1,0,1,1,1
CA,0,0,0,1,0
CA,1,0,1,1,1
CA,1,1,1,2,0
CA,1,0,1,3,0
CA,0,1,1,1,1
CA,1,0,0,1,0
CA,0,1,1,6,1
CA,1,1,1,1,0
CA,1,1,0,1,0
CA,1,0,1,6,0
CA,0,0,1,3,0
CA,1,0,1,1,0
CA,1,0,1,1,1
CA,1,0,1,1,0
CA,0,0,1,3,0
CA,1,0,1,1,1
CA,0,1,1,1,0
CA,0,0,1,3,1
CA,1,0,0,1,0
CA,1,0,1,2,0
CA,1,0,0,1,0
CA,1,0,1,1,0
CA,0,1,1,1,0
CA,1,1,1,3,1
CA,1,0,1,3,1
CA,0,0,0,1,0
CA,0,1,0,1,0
CA,1,0,0,1,0
CA,0,0,1,3,0
CA,1,0,0,1,0
CA,1,0,0,1,1
CA,1,1,1,3,1
CA,1,0,0,1,1
CA,0,0,0,1,1
CA,1,0,1,3,0
CA,0,1,1,3,0
CA,1,0,0,1,0
CA,1,0,0,1,0
CA,1,0,0,1,0
CA,1,0,0,1,1
CA,0,0,0,1,0
CA,0,0,0,1,0
CA,1,0,1,3,0
CA,1,1,1,1,1
CA,0,0,1,3,1
CA,1,0,1,1,1
CA,1,1,1,1,0
CA,1,0,1,1,0
CA,0,0,1,3,0
CA,0,0,1,6,0
CA,0,0,1,3,0
CA,0,1,1,2,0
CA,0,0,1,6,0
CA,1,1,1,1,1
CA,1,0,1,1,0
CA,1,0,1,3,0
CA,0,0,1,3,0
CA,1,0,1,3,0
CA,0,0,0,1,0
CA,0,0,0,1,0
CA,0,1,1,3,1
CA,0,0,1,2,1
CA,0,1,0,1,0
CA,1,0,0,1,0
CA,0,1,0,1,0
CA,0,1,0,1,0
CA,0,0,0,6,0
CA,0,0,1,3,0
CA,0,0,0,1,0
CA,1,0,0,1,0
CA,0,0,0,1,1
CA,1,0,0,1,0
CA,0,1,0,1,0
CA,0,1,1,3,1
CA,0,0,0,1,0
CA,0,0,1,1,0
CA,0,0,1,3,1
CA,1,0,1,3,0
CO,1,0,1,1,1
CO,0,1,0,1,0
CO,0,1,1,1,0
CO,1,0,0,1,0
CO,1,1,1,1,0
CO,1,1,1,1,0
CO,1,0,0,1,0
CO,0,0,1,1,0
CO,1,0,1,1,1
CO,1,0,1,1,1
CO,1,0,1,2,0
CO,0,1,0,1,0
CO,0,1,1,1,1
CO,1,1,0,1,0
CO,0,1,1,1,0
CO,1,1,0,1,0
CO,0,0,1,1,1
CO,0,1,0,1,0
CO,0,0,1,1,0
CO,1,0,1,1,0
CO,0,1,1,1,0
CO,1,1,0,1,0
CO,0,1,1,1,1
CO,0,0,0,1,0
CO,0,0,0,1,0
CO,1,0,0,1,0
CO,1,0,0,1,0
CO,0,1,0,1,0
CO,0,0,1,1,0
CO,0,0,1,6,0
CO,0,1,1,1,0
CO,0,0,1,1,0
CO,1,1,1,1,0
CO,1,0,0,1,1
CO,1,1,1,1,1
CO,1,1,0,1,1
CO,1,0,1,1,1
CO,1,1,0,1,0
CO,0,0,1,1,1
CO,0,0,0,1,0
CO,0,0,0,1,0
CO,0,1,1,1,0
CO,1,0,0,1,0
CO,0,1,1,1,1
CO,1,1,1,1,1
CO,0,1,0,1,1
CO,0,0,1,1,1
CO,0,1,1,1,0
CO,0,1,1,1,1
CO,0,1,1,1,1
CO,0,1,0,1,0
CO,0,0,1,4,1
CO,0,1,1,1,1
CO,0,1,1,1,1
CO,0,1,0,1,0
CO,1,0,1,1,1
CO,1,0,1,1,0
CO,1,0,1,3,0
CO,0,0,1,1,0
CO,1,0,1,1,1
CO,1,0,1,1,0
CO,1,0,1,1,0
CO,0,0,1,4,1
CO,0,1,1,1,1
CO,1,1,1,1,1
CO,1,0,1,1,1
CO,1,0,0,1,0
CO,1,1,1,5,0
CO,0,0,0,1,0
CO,1,0,0,1,1
CO,0,0,1,1,1
CO,1,1,1,1,1
CO,1,0,0,1,0
CO,1,0,0,1,1
CO,0,0,1,1,1
CO,1,0,0,1,0
CO,0,1,0,1,1
CO,0,0,1,1,0
CO,1,1,0,1,0
CO,1,0,0,1,0
CO,0,1,0,1,1
CO,1,0,1,1,1
CO,0,1,0,1,0
CO,0,0,0,1,0
CO,0,1,0,1,1
CO,0,0,0,1,0
CO,1,0,1,1,1
CO,1,0,0,1,0
CO,1,0,1,1,0
CO,1,1,0,1,0
CT,0,0,1,2,0
CT,0,0,1,2,0
CT,1,0,1,1,0
CT,1,0,1,1,1
CT,1,1,1,1,0
CT,0,1,1,1,0
CT,1,1,0,1,0
CT,1,0,1,1,1
CT,0,1,0,1,0
CT,1,0,1,1,0
CT,1,1,1,1,0
CT,0,0,1,2,1
CT,1,0,1,1,0
CT,1,1,1,1,0
CT,0,0,1,1,0
CT,0,0,1,1,0
CT,0,1,1,1,0
CT,0,0,1,1,0
CT,0,1,1,1,1
CT,0,1,1,1,1
CT,1,0,1,1,0
CT,1,1,0,1,0
CT,1,0,1,1,0
CT,0,1,1,1,0
CT,1,0,1,1,1
CT,1,0,1,1,1
CT,1,1,1,1,1
CT,1,1,1,1,0
CT,0,1,0,1,0
CT,0,0,1,1,1
CT,1,0,1,1,0
CT,1,0,0,1,1
CT,1,1,1,2,0
CT,0,1,1,1,0
CT,1,1,0,1,0
CT,1,0,1,1,0
CT,1,1,1,1,0
CT,1,0,1,1,0
CT,1,1,0,1,1
CT,1,0,1,1,1
CT,1,0,1,1,0
CT,0,1,0,1,0
CT,1,0,1,1,0
CT,1,1,1,1,0
CT,0,0,1,1,0
CT,1,1,0,1,0
CT,0,0,1,1,0
CT,0,0,1,1,0
CT,0,0,1,1,0
CT,0,1,0,1,0
CT,0,0,1,1,0
CT,0,1,1,1,1
CT,1,0,1,1,1
CT,0,1,0,1,0
CT,0,0,1,1,0
CT,1,1,0,1,0
CT,0,1,1,1,0
CT,0,0,0,1,0
CT,1,0,1,1,0
CT,1,0,1,1,1
CT,1,0,1,2,0
CT,1,0,1,1,0
CT,0,1,1,1,1
CT,0,0,1,1,0
CT,0,1,1,1,1
CT,0,1,1,1,1
CT,1,0,1,1,0
CT,1,0,1,1,1
CT,0,1,0,1,0
CT,1,0,1,1,1
CT,0,1,1,1,1
CT,0,1,0,1,0
CT,0,0,1,1,0
CT,1,1,0,1,1
CT,0,0,1,1,0
CT,0,1,1,1,1
CT,1,0,1,1,1
CT,1,0,1,1,0
CT,0,0,1,1,1
CT,1,1,1,1,1
CT,0,1,1,1,1
CT,1,0,1,1,0
CT,0,0,0,1,0
CT,1,0,1,1,1
CT,1,0,1,1,1
CT,1,0,0,1,0
CT,0,1,0,1,0
CT,1,0,0,1,0
CT,1,0,0,1,0
CT,0,0,0,1,1
CT,1,0,0,1,0
CT,1,1,1,2,0
CT,1,0,1,1,0
CT,0,0,0,1,0
CT,0,0,1,3,0
CT,0,0,0,1,0
CT,0,1,1,1,0
CT,1,0,0,1,0
CT,1,1,1,1,0
CT,0,1,1,1,0
CT,0,0,1,1,0
CT,0,1,1,1,0
CT,1,0,1,1,1
CT,1,1,1,1,0
CT,0,1,1,1,1
CT,1,0,0,1,0
CT,0,1,1,1,0
CT,0,1,1,1,0
CT,0,0,1,1,1
CT,0,0,1,1,1
CT,0,1,1,1,0
CT,0,0,1,1,1
CT,1,0,1,2,1
CT,1,0,1,2,0
CT,1,0,1,3,0
CT,1,0,1,1,0
CT,1,0,1,1,0
CT,0,0,1,1,1
CT,1,0,1,1,0
CT,1,1,1,1,0
CT,1,0,1,1,1
CT,0,1,1,1,1
CT,0,1,1,1,1
CT,1,1,1,1,1
CT,0,0,1,1,1
CT,1,0,1,1,0
CT,1,0,0,1,0
CT,0,0,0,1,1
CT,0,0,1,1,0
CT,1,0,1,1,0
CT,0,0,0,1,0
CT,1,0,0,1,1
CT,1,0,0,1,0
CT,0,1,0,1,1
CT,0,1,1,1,0
CT,1,0,1,1,0
CT,0,0,1,1,0
CT,0,0,1,1,1
CT,1,0,1,1,0
CT,0,0,0,1,0
CT,1,1,1,1,0
CT,1,0,0,1,0
CT,1,0,0,1,0
CT,0,1,1,2,0
CT,0,0,0,1,0
CT,0,0,1,1,0
CT,1,0,1,1,0
CT,0,0,1,3,0
CT,1,1,1,1,1
CT,0,0,1,3,0
CT,0,0,0,1,0
CT,0,1,1,1,0
CT,1,0,1,1,1
CT,1,0,0,6,0
CT,1,0,0,1,0
CT,1,1,1,1,0
CT,1,0,1,1,0
CT,1,0,0,1,1
CT,1,1,1,1,0
CT,1,0,1,2,0
CT,1,0,0,1,1
CT,0,0,0,1,0
CT,0,1,1,1,1
CT,0,0,0,1,1
CT,0,0,0,1,1
CT,0,0,0,1,0
DE,0,0,1,1,0
DE,1,1,1,1,1
DE,0,0,1,1,0
DE,1,1,1,1,0
DE,0,1,1,1,0
DE,1,0,0,1,1
DE,1,0,0,1,0
DE,0,0,0,1,1
DE,1,1,1,1,0
DE,0,1,1,1,1
DE,0,1,1,1,0
DE,0,0,1,1,0
DE,0,0,0,1,0
DE,1,1,1,1,1
DE,0,0,1,1,0
DE,0,1,1,1,1
DE,1,1,0,1,0
DE,1,1,1,1,0
DE,1,0,0,1,1
DE,1,1,0,1,1
DE,1,1,1,1,0
DE,1,0,1,1,0
DE,0,1,1,1,0
DE,1,1,1,1,0
DE,0,1,1,1,1
DE,1,0,1,1,1
DE,0,1,1,2,0
DE,1,0,0,1,0
DE,1,0,1,1,0
DE,0,1,1,1,0
DE,0,1,0,1,0
DE,1,1,1,1,0
DE,1,1,0,1,0
DE,1,0,1,1,0
DE,1,1,0,1,0
DE,0,0,1,1,0
DE,1,0,0,3,0
DE,1,0,1,1,1
DE,0,0,0,1,0
DE,0,0,1,1,0
DE,0,1,1,1,0
DE,0,1,1,1,0
DE,1,0,1,1,0
DE,0,0,0,1,1
DE,0,1,0,1,0
DE,1,0,1,1,0
DE,0,0,0,2,0
DE,1,1,0,1,0
DE,0,1,0,1,0
DE,1,0,0,1,0
DE,0,0,0,1,0
DE,0,1,0,1,0
DE,0,1,1,1,0
FL,0,1,0,1,0
FL,0,1,0,1,0
FL,1,0,0,1,0
FL,1,1,0,1,0
FL,0,1,0,1,0
FL,0,1,0,1,0
FL,1,0,0,1,1
FL,1,1,0,1,1
FL,1,1,1,2,0
FL,1,1,1,1,1
FL,1,0,0,1,0
FL,0,1,1,1,0
FL,0,0,0,1,1
FL,1,1,0,1,0
FL,0,1,0,1,1
FL,1,1,0,1,0
FL,0,1,1,2,1
FL,1,0,0,1,0
FL,0,0,0,1,1
FL,1,0,0,1,0
FL,1,0,0,1,0
FL,1,0,1,2,1
FL,0,1,0,1,0
FL,0,1,1,2,0
FL,1,0,0,1,0
FL,1,0,0,1,0
FL,0,1,0,1,0
FL,0,0,1,2,0
FL,1,0,0,1,1
FL,0,1,0,1,0
FL,0,1,0,1,0
FL,0,0,1,2,0
FL,0,0,0,1,1
FL,1,0,1,2,0
FL,1,1,0,1,0
FL,0,0,1,1,0
FL,0,1,0,1,0
FL,0,0,1,1,1
FL,1,1,0,1,0
FL,1,0,1,1,0
FL,0,0,1,2,1
FL,0,1,0,1,0
FL,1,1,1,1,1
FL,0,1,0,1,0
FL,0,1,1,1,0
FL,1,0,0,3,0
FL,1,1,0,1,0
FL,0,1,0,1,0
FL,0,0,0,1,0
FL,1,1,1,2,1
FL,1,0,0,1,0
FL,0,1,0,3,0
FL,0,1,0,1,0
FL,0,0,0,1,1
FL,1,0,0,1,0
FL,1,0,0,1,0
FL,0,1,0,1,0
FL,1,0,1,3,0
FL,0,1,0,1,0
FL,0,0,1,1,0
FL,0,1,0,1,0
FL,1,1,1,2,0
FL,1,1,0,1,1
FL,1,0,1,2,1
FL,1,0,0,1,0
FL,1,1,0,1,0
FL,0,1,0,1,1
FL,0,1,0,1,0
FL,0,0,0,1,0
FL,0,1,0,1,0
FL,1,0,0,1,0
FL,1,0,0,1,0
FL,1,1,0,1,1
FL,1,1,0,1,1
FL,1,0,0,1,0
FL,0,1,0,1,1
FL,0,1,0,1,0
FL,0,0,1,1,0
FL,0,1,1,1,0
FL,0,0,1,2,1
FL,1,0,1,2,0
FL,0,1,1,2,1
FL,1,0,1,1,0
FL,1,0,1,1,0
FL,1,0,1,1,0
FL,1,1,1,1,0
FL,0,1,1,1,1
FL,1,0,1,1,0
FL,0,0,0,1,0
FL,0,0,0,3,0
FL,0,1,1,2,0
FL,0,1,1,2,0
FL,0,1,1,2,0
FL,0,1,1,1,0
FL,0,0,1,2,1
FL,1,0,0,3,0
FL,0,1,0,3,0
FL,0,1,0,3,0
FL,1,1,1,2,0
FL,0,1,1,1,0
HI,0,1,1,6,0
HI,0,1,1,6,0
HI,1,1,1,6,0
